id,month,campaign_id,brand,number_of_clicks,number_of_transactions,advertising_campaign_cost,value_of_products
126,2022-01,430255116072800749,CM,25,39,15225453.8270001,16245.21
127,2022-01,430255116072800749,CR,25,39,345499.367000001,28191.42
128,2022-01,430255116072800749,CR,25,39,13269312.667,28191.42
129,2022-01,430255116072800749,CR,25,39,15225453.8270001,28191.42
130,2022-01,430255116072800749,CV,25,39,345499.367000001,104154.49
131,2022-01,430255116072800749,CV,25,39,13269312.667,104154.49
132,2022-01,430255116072800749,CV,25,39,15225453.8270001,104154.49
133,2022-01,430255116072800749,CWOW,25,39,345499.367000001,30996.84
134,2022-01,430255116072800749,CWOW,25,39,13269312.667,30996.84
135,2022-01,430255116072800749,CWOW,25,39,15225453.8270001,30996.84
136,2022-01,430255116072800749,D,25,39,345499.367000001,1075519.07
137,2022-01,430255116072800749,D,25,39,13269312.667,1075519.07
138,2022-01,430255116072800749,D,25,39,15225453.8270001,1075519.07
139,2022-01,430255116072800749,DB,25,39,345499.367000001,12560.3
140,2022-01,430255116072800749,DB,25,39,13269312.667,12560.3
141,2022-01,430255116072800749,DB,25,39,15225453.8270001,12560.3
142,2022-01,430255116072800749,DC,25,39,345499.367000001,64609.09
143,2022-01,430255116072800749,DC,25,39,13269312.667,64609.09
144,2022-01,430255116072800749,DC,25,39,15225453.8270001,64609.09
145,2022-01,430255116072800749,DG,25,39,345499.367000001,422618.42
146,2022-01,430255116072800749,DG,25,39,13269312.667,422618.42
147,2022-01,430255116072800749,DG,25,39,15225453.8270001,422618.42
148,2022-01,430255116072800749,DH,25,39,345499.367000001,66872.06
149,2022-01,430255116072800749,DH,25,39,13269312.667,66872.06
150,2022-01,430255116072800749,DH,25,39,15225453.8270001,66872.06
151,2022-01,430255116072800749,DIE,25,39,345499.367000001,20121.79
152,2022-01,430255116072800749,DIE,25,39,13269312.667,20121.79
153,2022-01,430255116072800749,DIE,25,39,15225453.8270001,20121.79
154,2022-01,430255116072800749,DIOR,25,39,345499.367000001,641353.51
155,2022-01,430255116072800749,DIOR,25,39,13269312.667,641353.51
156,2022-01,430255116072800749,DIOR,25,39,15225453.8270001,641353.51
157,2022-01,430255116072800749,DKNY,25,39,345499.367000001,117145.92
158,2022-01,430255116072800749,DKNY,25,39,13269312.667,117145.92
159,2022-01,430255116072800749,DKNY,25,39,15225453.8270001,117145.92
160,2022-01,430255116072800749,DNC,25,39,345499.367000001,5048.84
161,2022-01,430255116072800749,DNC,25,39,13269312.667,5048.84
162,2022-01,430255116072800749,DNC,25,39,15225453.8270001,5048.84
163,2022-01,430255116072800749,DS,25,39,345499.367000001,132585.31
164,2022-01,430255116072800749,DS,25,39,13269312.667,132585.31
165,2022-01,430255116072800749,DS,25,39,15225453.8270001,132585.31
166,2022-01,430255116072800749,E,25,39,345499.367000001,552934.250000001
167,2022-01,430255116072800749,E,25,39,13269312.667,552934.250000001
168,2022-01,430255116072800749,E,25,39,15225453.8270001,552934.250000001
169,2022-01,430255116072800749,EA,25,39,345499.367000001,85457.66
170,2022-01,430255116072800749,EA,25,39,13269312.667,85457.66
171,2022-01,430255116072800749,EA,25,39,15225453.8270001,85457.66
172,2022-01,430255116072800749,EC,25,39,345499.367000001,109550.37
173,2022-01,430255116072800749,EC,25,39,13269312.667,109550.37
174,2022-01,430255116072800749,EC,25,39,15225453.8270001,109550.37
175,2022-01,430255116072800749,EH,25,39,345499.367000001,48217.74
176,2022-01,430255116072800749,EH,25,39,13269312.667,48217.74
177,2022-01,430255116072800749,EH,25,39,15225453.8270001,48217.74
178,2022-01,430255116072800749,EL,25,39,345499.367000001,1237022.74
179,2022-01,430255116072800749,EL,25,39,13269312.667,1237022.74
180,2022-01,430255116072800749,EL,25,39,15225453.8270001,1237022.74
181,2022-01,430255116072800749,EM,25,39,345499.367000001,244382.81
182,2022-01,430255116072800749,EM,25,39,13269312.667,244382.81
183,2022-01,430255116072800749,EM,25,39,15225453.8270001,244382.81
184,2022-01,430255116072800749,EOS,25,39,345499.367000001,4993.19
185,2022-01,430255116072800749,EOS,25,39,13269312.667,4993.19
186,2022-01,430255116072800749,EOS,25,39,15225453.8270001,4993.19
187,2022-01,430255116072800749,EPL,25,39,345499.367000001,11632.0
188,2022-01,430255116072800749,EPL,25,39,13269312.667,11632.0
189,2022-01,430255116072800749,EPL,25,39,15225453.8270001,11632.0
190,2022-01,430255116072800749,ES,25,39,345499.367000001,76081.26
191,2022-01,430255116072800749,ES,25,39,13269312.667,76081.26
192,2022-01,430255116072800749,ES,25,39,15225453.8270001,76081.26
193,2022-01,430255116072800749,ET,25,39,345499.367000001,25734.44
194,2022-01,430255116072800749,ET,25,39,13269312.667,25734.44
195,2022-01,430255116072800749,ET,25,39,15225453.8270001,25734.44
196,2022-01,430255116072800749,F,25,39,345499.367000001,911346.47
197,2022-01,430255116072800749,F,25,39,13269312.667,911346.47
198,2022-01,430255116072800749,F,25,39,15225453.8270001,911346.47
199,2022-01,430255116072800749,FIN,25,39,345499.367000001,4805.0
200,2022-01,430255116072800749,FIN,25,39,13269312.667,4805.0
201,2022-01,430255116072800749,FIN,25,39,15225453.8270001,4805.0
202,2022-01,430255116072800749,FLL,25,39,345499.367000001,12891.13
203,2022-01,430255116072800749,FLL,25,39,13269312.667,12891.13
204,2022-01,430255116072800749,FLL,25,39,15225453.8270001,12891.13
205,2022-01,430255116072800749,FLP,25,39,345499.367000001,10122.91
206,2022-01,430255116072800749,FLP,25,39,13269312.667,10122.91
207,2022-01,430255116072800749,FLP,25,39,15225453.8270001,10122.91
208,2022-01,430255116072800749,FOREO,25,39,345499.367000001,6120.4
209,2022-01,430255116072800749,FOREO,25,39,13269312.667,6120.4
210,2022-01,430255116072800749,FOREO,25,39,15225453.8270001,6120.4
211,2022-01,430255116072800749,G,25,39,345499.367000001,1618463.56
212,2022-01,430255116072800749,G,25,39,13269312.667,1618463.56
213,2022-01,430255116072800749,G,25,39,15225453.8270001,1618463.56
214,2022-01,430255116072800749,GBH,25,39,345499.367000001,39465.23
215,2022-01,430255116072800749,GBH,25,39,13269312.667,39465.23
216,2022-01,430255116072800749,GBH,25,39,15225453.8270001,39465.23
217,2022-01,430255116072800749,GC,25,39,345499.367000001,39120.75
218,2022-01,430255116072800749,GC,25,39,13269312.667,39120.75
219,2022-01,430255116072800749,GC,25,39,15225453.8270001,39120.75
220,2022-01,430255116072800749,GI,25,39,345499.367000001,2086.98
221,2022-01,430255116072800749,GI,25,39,13269312.667,2086.98
222,2022-01,430255116072800749,GI,25,39,15225453.8270001,2086.98
223,2022-01,430255116072800749,GKH,25,39,345499.367000001,1942.78
224,2022-01,430255116072800749,GKH,25,39,13269312.667,1942.78
225,2022-01,430255116072800749,GKH,25,39,15225453.8270001,1942.78
226,2022-01,430255116072800749,GL,25,39,345499.367000001,40892.89
227,2022-01,430255116072800749,GL,25,39,13269312.667,40892.89
228,2022-01,430255116072800749,GL,25,39,15225453.8270001,40892.89
229,2022-01,430255116072800749,GP,25,39,345499.367000001,19124.72
230,2022-01,430255116072800749,GP,25,39,13269312.667,19124.72
231,2022-01,430255116072800749,GP,25,39,15225453.8270001,19124.72
232,2022-01,430255116072800749,GS,25,39,345499.367000001,16270.56
233,2022-01,430255116072800749,GS,25,39,13269312.667,16270.56
234,2022-01,430255116072800749,GS,25,39,15225453.8270001,16270.56
235,2022-01,430255116072800749,GT,25,39,345499.367000001,540.35
236,2022-01,430255116072800749,GT,25,39,13269312.667,540.35
237,2022-01,430255116072800749,GT,25,39,15225453.8270001,540.35
238,2022-01,430255116072800749,GUERLAIN,25,39,345499.367000001,339451.26
239,2022-01,430255116072800749,GUERLAIN,25,39,13269312.667,339451.26
240,2022-01,430255116072800749,GUERLAIN,25,39,15225453.8270001,339451.26
241,2022-01,430255116072800749,GUM,25,39,345499.367000001,18032.14
242,2022-01,430255116072800749,GUM,25,39,13269312.667,18032.14
243,2022-01,430255116072800749,GUM,25,39,15225453.8270001,18032.14
244,2022-01,430255116072800749,H,25,39,345499.367000001,678307.529999999
245,2022-01,430255116072800749,H,25,39,13269312.667,678307.529999999
246,2022-01,430255116072800749,H,25,39,15225453.8270001,678307.529999999
247,2022-01,430255116072800749,HASK,25,39,345499.367000001,9228.53
248,2022-01,430255116072800749,HASK,25,39,13269312.667,9228.53
249,2022-01,430255116072800749,HASK,25,39,15225453.8270001,9228.53
250,2022-01,430255116072800749,HB,25,39,345499.367000001,2237839.78
251,2022-01,430255116072800749,HB,25,39,13269312.667,2237839.78
252,2022-01,430255116072800749,HB,25,39,15225453.8270001,2237839.78
253,2022-01,430255116072800749,HC,25,39,345499.367000001,19563.17
254,2022-01,430255116072800749,HC,25,39,13269312.667,19563.17
255,2022-01,430255116072800749,HC,25,39,15225453.8270001,19563.17
256,2022-01,430255116072800749,HERMS,25,39,345499.367000001,77438.2
257,2022-01,430255116072800749,HERMS,25,39,13269312.667,77438.2
258,2022-01,430255116072800749,HERMS,25,39,15225453.8270001,77438.2
259,2022-01,430255116072800749,HH,25,39,345499.367000001,160283.9
260,2022-01,430255116072800749,HH,25,39,13269312.667,160283.9
261,2022-01,430255116072800749,HH,25,39,15225453.8270001,160283.9
262,2022-01,430255116072800749,HP,25,39,345499.367000001,6654.17
263,2022-01,430255116072800749,HP,25,39,13269312.667,6654.17
264,2022-01,430255116072800749,HP,25,39,15225453.8270001,6654.17
265,2022-01,430255116072800749,HS,25,39,345499.367000001,1938.81
266,2022-01,430255116072800749,HS,25,39,13269312.667,1938.81
267,2022-01,430255116072800749,HS,25,39,15225453.8270001,1938.81
268,2022-01,430255116072800749,HT,25,39,345499.367000001,17192.72
269,2022-01,430255116072800749,HT,25,39,13269312.667,17192.72
270,2022-01,430255116072800749,HT,25,39,15225453.8270001,17192.72
271,2022-01,430255116072800749,I,25,39,345499.367000001,112224.57
272,2022-01,430255116072800749,I,25,39,13269312.667,112224.57
273,2022-01,430255116072800749,I,25,39,15225453.8270001,112224.57
274,2022-01,430255116072800749,ID,25,39,345499.367000001,34163.65
275,2022-01,430255116072800749,ID,25,39,13269312.667,34163.65
276,2022-01,430255116072800749,ID,25,39,15225453.8270001,34163.65
277,2022-01,430255116072800749,IE,25,39,345499.367000001,32509.66
278,2022-01,430255116072800749,IE,25,39,13269312.667,32509.66
279,2022-01,430255116072800749,IE,25,39,15225453.8270001,32509.66
280,2022-01,430255116072800749,IHR,25,39,345499.367000001,30342.48
281,2022-01,430255116072800749,IHR,25,39,13269312.667,30342.48
282,2022-01,430255116072800749,IHR,25,39,15225453.8270001,30342.48
283,2022-01,430255116072800749,IHT,25,39,345499.367000001,13103.48
284,2022-01,430255116072800749,IHT,25,39,13269312.667,13103.48
285,2022-01,430255116072800749,IHT,25,39,15225453.8270001,13103.48
286,2022-01,430255116072800749,IJ,25,39,345499.367000001,668.29
287,2022-01,430255116072800749,IJ,25,39,13269312.667,668.29
288,2022-01,430255116072800749,IJ,25,39,15225453.8270001,668.29
289,2022-01,430255116072800749,IM,25,39,345499.367000001,112627.0
290,2022-01,430255116072800749,IM,25,39,13269312.667,112627.0
291,2022-01,430255116072800749,IM,25,39,15225453.8270001,112627.0
292,2022-01,430255116072800749,INA,25,39,345499.367000001,2197.49
293,2022-01,430255116072800749,INA,25,39,13269312.667,2197.49
294,2022-01,430255116072800749,INA,25,39,15225453.8270001,2197.49
295,2022-01,430255116072800749,J,25,39,345499.367000001,206595.95
296,2022-01,430255116072800749,J,25,39,13269312.667,206595.95
297,2022-01,430255116072800749,J,25,39,15225453.8270001,206595.95
298,2022-01,430255116072800749,JA,25,39,345499.367000001,25350.13
299,2022-01,430255116072800749,JA,25,39,13269312.667,25350.13
300,2022-01,430255116072800749,JA,25,39,15225453.8270001,25350.13
301,2022-01,430255116072800749,JB,25,39,345499.367000001,21168.81
302,2022-01,430255116072800749,JB,25,39,13269312.667,21168.81
303,2022-01,430255116072800749,JB,25,39,15225453.8270001,21168.81
304,2022-01,430255116072800749,JC,25,39,345499.367000001,235453.28
305,2022-01,430255116072800749,JC,25,39,13269312.667,235453.28
306,2022-01,430255116072800749,JC,25,39,15225453.8270001,235453.28
307,2022-01,430255116072800749,JF,25,39,345499.367000001,14978.89
308,2022-01,430255116072800749,JF,25,39,13269312.667,14978.89
309,2022-01,430255116072800749,JF,25,39,15225453.8270001,14978.89
310,2022-01,430255116072800749,JMO,25,39,345499.367000001,19655.07
311,2022-01,430255116072800749,JMO,25,39,13269312.667,19655.07
312,2022-01,430255116072800749,JMO,25,39,15225453.8270001,19655.07
313,2022-01,430255116072800749,JNJ,25,39,345499.367000001,3812.26
314,2022-01,430255116072800749,JNJ,25,39,13269312.667,3812.26
315,2022-01,430255116072800749,JNJ,25,39,15225453.8270001,3812.26
316,2022-01,430255116072800749,JOOP,25,39,345499.367000001,141399.54
317,2022-01,430255116072800749,JOOP,25,39,13269312.667,141399.54
318,2022-01,430255116072800749,JOOP,25,39,15225453.8270001,141399.54
319,2022-01,430255116072800749,JP,25,39,345499.367000001,6186.3
320,2022-01,430255116072800749,JP,25,39,13269312.667,6186.3
321,2022-01,430255116072800749,JP,25,39,15225453.8270001,6186.3
322,2022-01,430255116072800749,JPG,25,39,345499.367000001,519151.17
323,2022-01,430255116072800749,JPG,25,39,13269312.667,519151.17
324,2022-01,430255116072800749,JPG,25,39,15225453.8270001,519151.17
325,2022-01,430255116072800749,JR,25,39,345499.367000001,35722.79
326,2022-01,430255116072800749,JR,25,39,13269312.667,35722.79
327,2022-01,430255116072800749,JR,25,39,15225453.8270001,35722.79
328,2022-01,430255116072800749,JS,25,39,345499.367000001,136130.44
329,2022-01,430255116072800749,JS,25,39,13269312.667,136130.44
330,2022-01,430255116072800749,JS,25,39,15225453.8270001,136130.44
331,2022-01,430255116072800749,K,25,39,345499.367000001,2337932.96
332,2022-01,430255116072800749,K,25,39,13269312.667,2337932.96
333,2022-01,430255116072800749,K,25,39,15225453.8270001,2337932.96
334,2022-01,430255116072800749,KC,25,39,345499.367000001,43707.7
335,2022-01,430255116072800749,KC,25,39,13269312.667,43707.7
336,2022-01,430255116072800749,KC,25,39,15225453.8270001,43707.7
337,2022-01,430255116072800749,KCG,25,39,345499.367000001,5209.08
338,2022-01,430255116072800749,KCG,25,39,13269312.667,5209.08
339,2022-01,430255116072800749,KCG,25,39,15225453.8270001,5209.08
340,2022-01,430255116072800749,KL,25,39,345499.367000001,125558.16
341,2022-01,430255116072800749,KL,25,39,13269312.667,125558.16
342,2022-01,430255116072800749,KL,25,39,15225453.8270001,125558.16
343,2022-01,430255116072800749,KORIKA,25,39,345499.367000001,72310.7500000001
344,2022-01,430255116072800749,KORIKA,25,39,13269312.667,72310.7500000001
345,2022-01,430255116072800749,KORIKA,25,39,15225453.8270001,72310.7500000001
346,2022-01,430255116072800749,KP,25,39,345499.367000001,13240.1
347,2022-01,430255116072800749,KP,25,39,13269312.667,13240.1
348,2022-01,430255116072800749,KP,25,39,15225453.8270001,13240.1
349,2022-01,430255116072800749,KUMPAN,25,39,345499.367000001,2405.55
350,2022-01,430255116072800749,KUMPAN,25,39,13269312.667,2405.55
351,2022-01,430255116072800749,KUMPAN,25,39,15225453.8270001,2405.55
352,2022-01,430255116072800749,L,25,39,345499.367000001,2098717.73
353,2022-01,430255116072800749,L,25,39,13269312.667,2098717.73
354,2022-01,430255116072800749,L,25,39,15225453.8270001,2098717.73
355,2022-01,430255116072800749,LB,25,39,345499.367000001,28850.06
356,2022-01,430255116072800749,LB,25,39,13269312.667,28850.06
357,2022-01,430255116072800749,LB,25,39,15225453.8270001,28850.06
358,2022-01,430255116072800749,LL,25,39,345499.367000001,12068.77
359,2022-01,430255116072800749,LL,25,39,13269312.667,12068.77
360,2022-01,430255116072800749,LL,25,39,15225453.8270001,12068.77
361,2022-01,430255116072800749,LO,25,39,345499.367000001,46570.57
362,2022-01,430255116072800749,LO,25,39,13269312.667,46570.57
363,2022-01,430255116072800749,LO,25,39,15225453.8270001,46570.57
364,2022-01,430255116072800749,LOP,25,39,345499.367000001,1384019.99
365,2022-01,430255116072800749,LOP,25,39,13269312.667,1384019.99
366,2022-01,430255116072800749,LOP,25,39,15225453.8270001,1384019.99
367,2022-01,430255116072800749,LOVI,25,39,345499.367000001,3628.73
368,2022-01,430255116072800749,LOVI,25,39,13269312.667,3628.73
369,2022-01,430255116072800749,LOVI,25,39,15225453.8270001,3628.73
370,2022-01,430255116072800749,LP,25,39,345499.367000001,6428.04
371,2022-01,430255116072800749,LP,25,39,13269312.667,6428.04
372,2022-01,430255116072800749,LP,25,39,15225453.8270001,6428.04
373,2022-01,430255116072800749,LRP,25,39,345499.367000001,513285.030000001
374,2022-01,430255116072800749,LRP,25,39,13269312.667,513285.030000001
375,2022-01,430255116072800749,LRP,25,39,15225453.8270001,513285.030000001
376,2022-01,430255116072800749,LS,25,39,345499.367000001,2749.45
377,2022-01,430255116072800749,LS,25,39,13269312.667,2749.45
378,2022-01,430255116072800749,LS,25,39,15225453.8270001,2749.45
379,2022-01,430255116072800749,M,25,39,345499.367000001,3009368.21
380,2022-01,430255116072800749,M,25,39,13269312.667,3009368.21
381,2022-01,430255116072800749,M,25,39,15225453.8270001,3009368.21
382,2022-01,430255116072800749,MACC,25,39,345499.367000001,270188.05
383,2022-01,430255116072800749,MACC,25,39,13269312.667,270188.05
384,2022-01,430255116072800749,MACC,25,39,15225453.8270001,270188.05
385,2022-01,430255116072800749,MB,25,39,345499.367000001,82371.56
386,2022-01,430255116072800749,MB,25,39,13269312.667,82371.56
387,2022-01,430255116072800749,MB,25,39,15225453.8270001,82371.56
388,2022-01,430255116072800749,MCC,25,39,345499.367000001,7149.88
389,2022-01,430255116072800749,MCC,25,39,13269312.667,7149.88
390,2022-01,430255116072800749,MCC,25,39,15225453.8270001,7149.88
391,2022-01,430255116072800749,MEDIBLANC,25,39,345499.367000001,18295.63
392,2022-01,430255116072800749,MEDIBLANC,25,39,13269312.667,18295.63
393,2022-01,430255116072800749,MEDIBLANC,25,39,15225453.8270001,18295.63
394,2022-01,430255116072800749,MF,25,39,345499.367000001,76421.9100000001
395,2022-01,430255116072800749,MF,25,39,13269312.667,76421.9100000001
396,2022-01,430255116072800749,MF,25,39,15225453.8270001,76421.9100000001
397,2022-01,430255116072800749,MIXA,25,39,345499.367000001,23422.68
398,2022-01,430255116072800749,MIXA,25,39,13269312.667,23422.68
399,2022-01,430255116072800749,MIXA,25,39,15225453.8270001,23422.68
400,2022-01,430255116072800749,MIXIT,25,39,345499.367000001,428.46
401,2022-01,430255116072800749,MIXIT,25,39,13269312.667,428.46
402,2022-01,430255116072800749,MIXIT,25,39,15225453.8270001,428.46
403,2022-01,430255116072800749,MJ,25,39,345499.367000001,87637.04
404,2022-01,430255116072800749,MJ,25,39,13269312.667,87637.04
405,2022-01,430255116072800749,MJ,25,39,15225453.8270001,87637.04
406,2022-01,430255116072800749,MK,25,39,345499.367000001,82917.27
407,2022-01,430255116072800749,MK,25,39,13269312.667,82917.27
408,2022-01,430255116072800749,MK,25,39,15225453.8270001,82917.27
409,2022-01,430255116072800749,MM,25,39,345499.367000001,484385.89
410,2022-01,430255116072800749,MM,25,39,13269312.667,484385.89
411,2022-01,430255116072800749,MM,25,39,15225453.8270001,484385.89
412,2022-01,430255116072800749,MMF,25,39,345499.367000001,8301.54
